wages,education,age,sex,language,logwages
23.04,14.8,39,Female,English,3.137231836
26.88,19,47,Male,English,3.291382516
8.64,12.5,35,Female,English,2.156402583
32.31,8,49,Female,English,3.47537678
18,14,35,Female,English,2.890371758
24.04,11.5,50,Male,English,3.17971911
6.9,16.5,28,Female,English,1.931521412
19.2,13,36,Male,English,2.954910279
6.35,15.5,22,Male,English,1.848454813
20.67,19,29,Female,English,3.028683374
23.62,18,58,Female,English,3.162093811
14.4,17,25,Male,English,2.667228207
6.35,12,20,Male,English,1.848454813
36.27,13.5,28,Female,English,3.590990953
7,13.5,26,Female,English,1.945910149
18.1,13,40,Male,Other,2.895911938
17.5,10.5,45,Male,English,2.862200881
11.94,8,47,Male,English,2.479894108
7,12,20,Female,English,1.945910149
3.23,12,30,Female,English,1.172482137
19.98,17.4,26,Male,Other,2.994731773
16,15.4,38,Female,English,2.772588722
23.93,16,45,Male,English,3.175132902
8.89,16,21,Male,English,2.18492705
12.35,13,25,Female,English,2.513656063
17.48,10.5,48,Male,English,2.86105737
16.83,16,46,Male,English,2.823163008
13.55,17,24,Female,English,2.606386547
6.21,13,33,Male,English,1.826160896
11.1,12,42,Female,English,2.406945108
9.9,14.5,46,Female,English,2.292534757
12.96,12,40,Female,English,2.561867691
7.3,13,20,Female,English,1.987874348
13.31,13.5,31,Male,English,2.588515632
12.62,12,45,Female,English,2.535282857
35.84,20,47,Female,Other,3.579064588
17,12,27,Male,English,2.833213344
20,16,51,Male,English,2.995732274
7.64,11,17,Male,English,2.033397603
12.17,15,54,Female,English,2.498973907
17.63,14,29,Female,English,2.869601996
26.11,16.8,42,Female,English,3.262318383
14.5,16,31,Female,English,2.674148649
7.55,11.6,20,Male,English,2.021547563
8,16.5,24,Male,English,2.079441542
5.8,16.3,21,Male,English,1.757857918
10.79,12.1,28,Female,English,2.378619779
13.1,9.5,55,Female,English,2.57261223
20.4,11,38,Male,English,3.015534901
20.87,18,28,Male,Other,3.038312721
16,13,38,Female,English,2.772588722
15.53,18.5,26,Male,English,2.742773637
41.85,20,53,Male,English,3.734091797
9.59,16,32,Male,English,2.260720889
11.5,10,24,Male,Other,2.442347035
13.5,10,50,Male,English,2.602689685
6.7,12,18,Male,Other,1.902107526
6.21,10,67,Male,English,1.826160896
11.86,9,46,Male,English,2.473171394
32.64,14,52,Male,English,3.48553853
16.48,13.2,53,Male,English,2.802147524
9.85,12,30,Female,English,2.287471455
36.57,20,62,Male,English,3.599228232
8.57,12,33,Male,English,2.148267733
10,14,53,Female,English,2.302585093
34.25,17.1,44,Male,English,3.533686565
25.6,20,59,Female,English,3.242592351
22.56,17.6,44,Female,English,3.116178427
19.04,13,36,Female,English,2.946542029
21.53,12,45,Male,English,3.069447311
7.4,20,33,Female,English,2.00148
19.2,12,39,Female,English,2.954910279
13.45,14,29,Male,English,2.598979106
9.92,14,36,Female,English,2.294552921
7.61,11,41,Female,Other,2.029463172
13.62,12,43,Female,English,2.611539301
9.64,12,52,Female,English,2.265921109
11.95,10,51,Male,English,2.480731278
12.73,8,57,Female,Other,2.543961413
10.95,12,26,Male,English,2.393339456
20,9,42,Male,English,2.995732274
19.2,9.5,38,Male,English,2.954910279
23.04,10.5,50,Female,English,3.137231836
16.8,11,32,Male,English,2.821378886
18.92,14,45,Male,English,2.940219564
20.92,14,30,Male,English,3.040705639
20.58,19,31,Female,English,3.02431973
12.57,15.5,30,Female,English,2.531313023
7,16,24,Male,English,1.945910149
15.87,12,53,Female,Other,2.764430535
11.21,17,26,Female,English,2.416806237
19.18,11.5,47,Female,English,2.953868069
29.28,16.5,46,Female,English,3.376904689
6.5,12,42,Female,English,1.871802177
14.4,14.1,38,Female,English,2.667228207
6.7,12,19,Female,English,1.902107526
7.77,12,26,Female,English,2.050270164
23.31,16,50,Female,English,3.148882453
6.7,10,16,Male,English,1.902107526
9.33,12,33,Female,English,2.233235015
7.46,9,54,Male,Other,2.009555414
16.46,16.5,54,Female,Other,2.800933195
8.54,12,29,Female,English,2.144761008
32,11,47,Male,English,3.465735903
18,12,50,Male,English,2.890371758
15,12,43,Male,English,2.708050201
14.77,14,39,Male,English,2.692598097
7.04,11,17,Female,English,1.95160817
14,8,52,Male,English,2.63905733
25.77,12.5,34,Female,English,3.249211025
21.88,12,31,Male,English,3.085572978
11.6,12.5,32,Female,English,2.451005098
20.09,12.8,36,Male,English,3.000222179
25.2,19,32,Female,Other,3.226843995
20.83,15,32,Female,English,3.036394255
22.5,20,42,Male,English,3.113515309
20.64,18,34,Female,Other,3.027230941
7.25,17,38,Female,English,1.981001469
20,12,43,Male,Other,2.995732274
23.44,14.7,28,Male,English,3.154443965
17.92,17,54,Female,English,2.885917408
12.61,12,34,Female,English,2.53449015
18.75,12.5,56,Male,English,2.931193752
10.45,2,49,Female,Other,2.346601978
6.69,13.2,52,Female,English,1.900613874
38.44,14,20,Male,English,3.649098584
15.91,15,57,Female,Other,2.766947842
4.8,13,18,Male,English,1.568615918
7.2,13.7,20,Male,English,1.974081026
9.44,11,17,Male,English,2.24495598
36.7,16,32,Female,English,3.602776755
14.85,13,28,Female,English,2.697999865
13.01,11.5,29,Male,English,2.565718293
28.32,20,47,Male,English,3.343568269
22.59,15,29,Female,French,3.11750733
13.4,12,46,Female,Other,2.595254707
14.85,12,39,Male,French,2.697999865
7.75,17,23,Female,English,2.047692843
32.16,13,48,Male,English,3.470723444
8,13,30,Female,English,2.079441542
10,9,25,Male,Other,2.302585093
11.9,15,34,Male,English,2.4765384
33.6,13,41,Male,English,3.514526067
9,16,21,Male,English,2.197224577
4.84,10,34,Female,English,1.576914721
24,13,32,Male,French,3.17805383
16.66,15,47,Female,English,2.813010637
40.35,11,36,Female,English,3.697591395
29.14,15,30,Female,Other,3.372111801
7.99,12,19,Female,English,2.07819076
7,12,23,Male,French,1.945910149
17.9,9,42,Male,English,2.884800713
13.81,8,50,Female,English,2.625392967
8.01,9.5,20,Female,English,2.080690761
8,13,48,Female,English,2.079441542
20.57,12.5,42,Female,English,3.023833704
7,12,52,Female,English,1.945910149
14.97,15,26,Female,English,2.706048198
6.3,17,25,Female,English,1.840549633
7,12.5,21,Female,English,1.945910149
10,20,45,Male,Other,2.302585093
18,12,48,Male,English,2.890371758
18.91,14,53,Male,English,2.939690883
9.5,12.5,22,Male,French,2.251291799
7,15.5,22,Male,English,1.945910149
10.08,12,43,Female,English,2.310553263
10,14.3,31,Female,Other,2.302585093
7.3,14,25,Female,English,1.987874348
17.44,12,30,Male,English,2.858766418
10.36,16,25,Female,English,2.337952237
18.53,14,30,Male,English,2.91939104
7.45,10,42,Male,English,2.008214032
13.71,12,39,Female,English,2.618125494
14.51,14,26,Female,English,2.674838067
20.16,16,51,Male,French,3.003700443
6.67,13.6,20,Female,English,1.89761986
12.1,15.8,37,Female,English,2.493205453
6.97,13,38,Female,English,1.941615225
18.92,14,31,Male,English,2.940219564
26.36,17.3,50,Male,English,3.27184771
5.8,15.5,21,Female,English,1.757857918
9.6,14,30,Female,English,2.261763098
15.7,15.1,25,Male,English,2.753660712
19.6,11.1,53,Male,English,2.975529566
20.26,13.5,34,Female,English,3.008648499
36.67,12,38,Female,English,3.601958982
22.18,19.1,35,Female,English,3.099190982
9.5,17,25,Female,English,2.251291799
15.36,20,46,Male,English,2.731766728
6.97,15.3,27,Female,English,1.941615225
10.16,12.5,36,Female,French,2.318458442
10.16,12,33,Female,Other,2.318458442
7.5,12,34,Female,English,2.014903021
28,18,69,Male,French,3.33220451
24.48,12,46,Male,English,3.197856458
9.63,10,46,Female,Other,2.264883226
6.72,14,47,Female,Other,1.905088155
18.68,14,36,Male,French,2.927453433
13.5,13,26,Female,French,2.602689685
9.37,15.5,22,Female,French,2.237513096
7.37,18,28,Male,French,1.997417706
11.58,14,28,Male,English,2.449279472
7.5,10,24,Female,English,2.014903021
10,15,36,Male,English,2.302585093
19.93,11,61,Male,Other,2.992226134
6,12,66,Female,English,1.791759469
12.12,11.6,30,Male,English,2.494856981
11.52,12,54,Female,English,2.444084655
6.25,12,18,Male,English,1.832581464
16.32,13,42,Male,English,2.79239135
20,15.5,56,Male,English,2.995732274
4.26,12,18,Male,English,1.44926916
8.26,12.5,22,Male,English,2.111424588
7.62,12,21,Male,English,2.03077637
9,12.5,35,Male,English,2.197224577
14.63,13,29,Female,English,2.683074215
34.56,17,30,Male,English,3.542696944
10.63,14,24,Male,English,2.363680192
9.69,8,49,Female,Other,2.271094426
8,14.5,25,Male,English,2.079441542
7,12,19,Male,English,1.945910149
21.45,15,48,Male,English,3.065724645
20,13.5,49,Male,English,2.995732274
12.14,12,41,Female,English,2.496505786
33.28,18,48,Male,French,3.504956616
16,12,32,Male,English,2.772588722
12,9,46,Male,English,2.48490665
14.83,15,46,Male,English,2.696652156
20.01,13,51,Male,English,2.996232149
20,20,29,Female,French,2.995732274
13.31,13,34,Female,English,2.588515632
13,10,58,Male,English,2.564949357
13.09,16,49,Female,English,2.57184858
12.36,14,26,Female,English,2.514465452
9.38,14.9,46,Female,English,2.238579763
18.61,12.5,49,Female,English,2.923699071
22.5,6.5,44,Male,Other,3.113515309
23.42,13,20,Female,English,3.153590358
19.2,16,39,Male,English,2.954910279
16.2,9,27,Male,English,2.785011242
7.5,10,45,Female,English,2.014903021
21.42,12.5,39,Male,French,3.064325065
7.2,13.6,23,Male,English,1.974081026
20.8,12,43,Male,English,3.034952987
23.04,15,43,Male,English,3.137231836
17.5,12,31,Male,English,2.862200881
18.64,14,45,Male,English,2.925309809
19.58,16.2,24,Male,English,2.974508637
14.87,15,43,Female,French,2.69934576
17.07,12,51,Male,French,2.837322537
10.23,12,43,Male,French,2.32532458
30.72,12,30,Male,English,3.424913908
6.86,12,18,Male,English,1.925707442
16.14,12,26,Male,English,2.781300663
23.07,17,44,Female,English,3.138533072
14,15,43,Female,English,2.63905733
28.06,13.5,38,Male,English,3.334345075
14.15,12,25,Male,English,2.649714624
42.5,11,35,Female,English,3.749504076
6.31,14,19,Male,English,1.842135677
16.8,14.5,37,Male,English,2.821378886
6.82,16,29,Female,English,1.919859472
25.44,14.5,56,Male,Other,3.236322738
26.11,17,39,Female,English,3.262318383
5.27,17,22,Female,Other,1.662030363
23.16,14,32,Female,English,3.142426653
14,10.5,26,Female,English,2.63905733
18,16.1,46,Male,Other,2.890371758
18,18.2,28,Female,English,2.890371758
9.04,14,51,Female,Other,2.201659174
5.77,14.3,19,Female,English,1.752672081
23,17,64,Female,French,3.135494216
26.4,19,30,Female,English,3.27336401
9.5,12,33,Male,Other,2.251291799
30.69,14,56,Female,English,3.423936869
22.33,11.3,30,Male,English,3.105931066
18.46,12,31,Male,English,2.915606229
25.8,10,37,Male,English,3.250374492
19.62,12.5,36,Female,English,2.976549454
6.75,12,23,Male,English,1.909542505
8.49,12,22,Female,English,2.138889
10.36,12,43,Female,English,2.337952237
9.3,13.5,44,Female,English,2.2300144
15,13,33,Male,English,2.708050201
15.36,10.6,60,Male,English,2.731766728
11,11,39,Female,English,2.397895273
13.51,15.1,40,Male,English,2.603430152
7.02,14.1,20,Male,English,1.948763218
12.5,15.5,24,Female,English,2.525728644
10.72,10,42,Female,Other,2.372111156
6.25,10,16,Female,French,1.832581464
9,12.5,35,Male,English,2.197224577
30.82,16,54,Female,English,3.42816383
18.96,17,29,Female,English,2.942331497
14.4,12.8,39,Female,English,2.667228207
26.99,10,36,Male,English,3.295466427
15,4,53,Male,French,2.708050201
22.08,20,45,Male,English,3.094672221
9,12,19,Male,English,2.197224577
12.8,17,55,Female,Other,2.549445171
13.44,14,36,Female,English,2.598235335
10.45,14.8,59,Female,French,2.346601978
10.75,12,32,Male,English,2.374905755
14.13,13,32,Male,English,2.648300197
14.75,12,32,Female,English,2.691243083
6.7,8,38,Female,English,1.902107526
14.85,15.5,36,Female,English,2.697999865
24.9,16.9,33,Male,English,3.214867803
12.85,12,33,Male,English,2.553343811
15,13,25,Female,English,2.708050201
8,14,28,Female,English,2.079441542
19,9,54,Female,English,2.944438979
16,12.5,35,Male,English,2.772588722
7,13,20,Male,English,1.945910149
24,18,30,Male,English,3.17805383
12.47,13.5,48,Female,Other,2.52332576
6.94,17,23,Female,English,1.937301775
8.5,13.5,57,Female,English,2.140066163
22.53,16,42,Male,English,3.114847754
25.6,13,32,Male,English,3.242592351
9.54,14.1,60,Female,English,2.255493485
4.53,14.3,26,Female,English,1.510721939
14.4,16.3,33,Male,English,2.667228207
31.2,14,57,Female,English,3.440418095
15.05,15.6,33,Female,English,2.711377991
15.36,18,25,Male,French,2.731766728
16,13,43,Female,English,2.772588722
3.9,14.5,21,Male,Other,1.360976553
8.17,12,42,Female,English,2.100468909
25.7,16,35,Female,English,3.246490992
9.33,11,17,Male,English,2.233235015
17.3,12,24,Male,English,2.850706502
3.84,14,28,Female,English,1.345472367
13.79,14,25,Male,English,2.623943692
10.32,8.8,46,Female,Other,2.33408376
6.9,10,16,Female,English,1.931521412
13.4,17,22,Female,French,2.595254707
12,12.5,23,Male,English,2.48490665
21.5,14,53,Female,English,3.068052935
5.64,12.5,21,Male,English,1.729884066
7,14,54,Female,English,1.945910149
9.5,12,45,Female,English,2.251291799
24,12,40,Male,French,3.17805383
6.87,13,20,Female,English,1.927164106
28.76,13,59,Male,Other,3.358985533
7.5,12,21,Female,English,2.014903021
9.9,12,20,Female,English,2.292534757
6.68,10,44,Female,English,1.899117988
15.36,12.5,58,Female,English,2.731766728
25,13.5,47,Male,English,3.218875825
23.1,18,34,Male,English,3.139832618
19.2,20,42,Female,English,2.954910279
14,12,36,Male,English,2.63905733
18.64,12.5,50,Female,English,2.925309809
25,12,40,Male,English,3.218875825
16.25,9,35,Male,French,2.788092909
18.12,15,35,Female,English,2.897016301
25.34,16,31,Male,English,3.232384175
14.85,12,39,Female,English,2.697999865
14.63,18,63,Male,English,2.683074215
9,14,21,Male,English,2.197224577
6.5,15.5,20,Female,English,1.871802177
6.75,13.7,18,Female,Other,1.909542505
11.17,14,32,Female,English,2.413231613
6.5,10,17,Female,English,1.871802177
42.88,20,41,Female,English,3.758405517
16.3,12,39,Male,English,2.791165108
18.2,12,35,Male,English,2.901421594
15.33,20,26,Male,English,2.729811693
21.88,12.5,38,Female,English,3.085572978
21.5,11,42,Female,English,3.068052935
17.01,12,44,Female,English,2.833801406
14.51,14,35,Female,English,2.674838067
22.4,12.3,35,Male,English,3.109060959
11.86,16,23,Female,English,2.473171394
7.5,12,25,Female,English,2.014903021
20,16,35,Female,Other,2.995732274
10.08,11,28,Female,French,2.310553263
10,13,48,Female,Other,2.302585093
18.02,14,45,Male,English,2.891482252
16.58,12,34,Female,English,2.80819715
7.18,11,17,Male,English,1.971299383
14.95,10.5,54,Male,Other,2.7047113
19.18,18,30,Male,English,2.953868069
8,12.1,20,Male,English,2.079441542
17.72,12,32,Female,English,2.874693945
11.44,12,20,Male,English,2.437115986
7,13,50,Female,English,1.945910149
21.94,20,56,Female,Other,3.088311455
8.14,8,28,Male,Other,2.09679018
12,13.5,39,Female,English,2.48490665
23.5,16,25,Male,English,3.157000421
11.85,11.3,23,Male,English,2.472327868
24.4,18,45,Male,English,3.194583132
14.61,12,44,Female,English,2.681706226
8.65,12.1,27,Female,English,2.157559321
13.82,11,40,Female,English,2.626116818
10.96,10.5,41,Female,Other,2.394252282
9.5,9,24,Female,English,2.251291799
16.53,12.5,45,Female,French,2.805176912
11.11,12,37,Male,English,2.407845604
24.93,16,49,Female,Other,3.216071898
26.4,15,38,Male,English,3.27336401
32.91,14,35,Male,English,3.493776563
7.35,10,52,Female,English,1.994700313
11.5,11,29,Female,English,2.442347035
15,18,22,Female,English,2.708050201
22.65,8,52,Male,French,3.120159852
28.8,14,57,Male,English,3.360375387
6.89,16.1,40,Female,English,1.930071085
15.83,17,25,Male,English,2.761906874
24.54,8.2,58,Male,Other,3.200304439
22.02,13.5,34,Female,English,3.091951131
22.02,12,61,Male,English,3.091951131
9,14,48,Male,English,2.197224577
9.85,12,35,Male,English,2.287471455
9.06,12,18,Female,English,2.20386912
13.33,12,28,Male,English,2.590017134
23.04,13,30,Male,English,3.137231836
9.49,13,20,Male,English,2.250238613
24,17,60,Female,English,3.17805383
35.66,17,52,Male,English,3.574029612
12,16.5,23,Female,French,2.48490665
16.8,8,56,Male,Other,2.821378886
7.1,11,17,Female,English,1.960094784
6.05,15.5,22,Female,English,1.800058272
12,10,32,Female,English,2.48490665
38.4,15,42,Female,English,3.64805746
24.59,14.1,41,Female,French,3.202339856
24.44,13.3,37,Female,English,3.196221134
10.84,16.6,22,Male,English,2.383242996
12.5,11.5,23,Male,English,2.525728644
16.46,12,58,Female,English,2.800933195
18.24,14,44,Male,English,2.903616985
12.53,12,43,Female,English,2.528125769
7.67,8,60,Female,English,2.037316615
13.2,12,61,Female,Other,2.58021683
10.24,10,63,Female,English,2.32630162
21,13,49,Male,English,3.044522438
8.7,10.6,29,Female,English,2.163323026
17.23,12.5,52,Female,French,2.846652051
7.75,13.6,20,Male,English,2.047692843
24.06,17,40,Male,English,3.180550711
7.62,12.1,18,Female,English,2.03077637
6.7,11,17,Male,English,1.902107526
30.17,15,41,Male,English,3.406848053
3.82,11,17,Male,English,1.340250423
7.63,11,17,Female,English,2.032087845
42.61,16,41,Male,English,3.752088968
16.79,12,34,Female,English,2.820783471
6.2,10,16,Female,English,1.824549292
7,16,23,Female,English,1.945910149
17.4,10,47,Female,English,2.856470206
7,12,18,Female,English,1.945910149
8.5,12,31,Female,English,2.140066163
22.66,16,26,Male,English,3.120601256
10,10,35,Male,English,2.302585093
18.68,13,40,Female,English,2.927453433
23.04,13,43,Male,English,3.137231836
6.7,14.6,47,Female,English,1.902107526
9.61,10.1,23,Female,English,2.262804223
11.64,14,20,Female,English,2.454447442
26,18,33,Male,English,3.258096538
15,12,39,Female,English,2.708050201
29.95,20,56,Male,Other,3.399529325
6.7,9.4,17,Female,English,1.902107526
6.8,15,26,Male,English,1.916922612
15.3,14,26,Female,French,2.727852828
8,11,44,Female,English,2.079441542
10,8,44,Female,English,2.302585093
6.42,14,20,Female,English,1.859418118
30.31,17.5,43,Male,French,3.411477691
12,10,43,Female,Other,2.48490665
18,12,31,Female,Other,2.890371758
13,12,33,Male,English,2.564949357
7,12,26,Male,English,1.945910149
6.65,11,18,Female,English,1.894616855
17.41,16,38,Female,English,2.857044754
10.16,15,35,Female,English,2.318458442
21.66,13.2,28,Male,Other,3.075467242
9.85,16,39,Female,English,2.287471455
13.45,10,44,Female,French,2.598979106
14.53,12,28,Male,English,2.676215478
17.66,14,50,Female,English,2.871302195
26.4,15,38,Female,English,3.27336401
6.42,13.3,19,Female,French,1.859418118
24.96,12,42,Male,English,3.217274544
23.04,12,52,Male,English,3.137231836
13.92,12,56,Female,English,2.633326655
13.75,10,48,Male,Other,2.621038824
12.15,13,46,Female,English,2.49732917
8.37,11,22,Female,English,2.124653885
21.6,15.8,40,Male,English,3.072693315
16.1,13,29,Male,English,2.778819272
35.09,4,51,Male,Other,3.55791619
28.8,16,36,Female,Other,3.360375387
38.4,17,37,Female,English,3.64805746
17.33,15,55,Female,Other,2.852439104
7.7,16,21,Male,English,2.041220329
18.02,10,40,Male,English,2.891482252
32.03,15,41,Female,English,3.466672964
6.59,13,19,Female,English,1.885553349
11.2,16,32,Male,English,2.415913778
14.8,15.7,42,Female,Other,2.694627181
14,11,62,Female,English,2.63905733
23.34,13,44,Male,English,3.150168627
8.87,14.5,51,Male,English,2.182674796
21.67,14,27,Male,English,3.075928816
14.27,12,50,Female,English,2.658159431
18.02,14.2,34,Female,English,2.891482252
5.92,10,55,Female,English,1.778336449
12.66,12.5,50,Male,English,2.538447417
7.25,0,43,Female,Other,1.981001469
13.75,13.3,35,Female,English,2.621038824
10.78,11,46,Male,English,2.377692565
19,10.5,40,Male,English,2.944438979
12,13,51,Female,English,2.48490665
18.24,20,36,Male,English,2.903616985
10,9,20,Male,Other,2.302585093
24,14,32,Male,English,3.17805383
9.79,14,23,Female,English,2.281361457
30.08,13.5,51,Female,English,3.403860499
23.97,12,55,Male,English,3.176803048
12,16,49,Male,English,2.48490665
15.75,17,33,Male,English,2.756840365
9,11,35,Male,English,2.197224577
14.4,10,32,Male,English,2.667228207
19,10,61,Male,English,2.944438979
18.02,17.3,27,Female,English,2.891482252
7.5,10.5,51,Female,English,2.014903021
11.86,12.5,29,Male,Other,2.473171394
9.86,14.5,23,Male,English,2.288486169
18.39,9,56,Male,English,2.911807039
6.66,17,25,Female,English,1.896119485
26.78,17,36,Female,English,3.28765534
14.09,16.3,26,Female,English,2.645465326
24.7,14.3,35,Male,English,3.206803244
28.8,16,61,Male,English,3.360375387
6.85,10,16,Male,English,1.924248652
27.84,17,37,Female,English,3.326473835
15.12,15,28,Female,English,2.716018371
27.67,13.5,47,Female,English,3.320348794
16.78,12.5,27,Male,English,2.820187701
9.33,9,39,Male,English,2.233235015
10,10,40,Male,French,2.302585093
12.86,12,54,Female,English,2.554121719
14,12,57,Female,English,2.63905733
9.19,12,38,Female,English,2.218115936
20.16,12.6,38,Female,English,3.003700443
25.95,19,60,Female,Other,3.25617161
7.5,13,20,Male,English,2.014903021
31.68,17,54,Male,Other,3.455685567
15,16,26,Female,English,2.708050201
20.53,8,48,Female,English,3.021887231
17.4,12,36,Male,Other,2.856470206
39.5,20,48,Male,English,3.676300672
17.99,11,43,Female,English,2.889816048
13.71,12,48,Female,English,2.618125494
12.8,10.4,27,Female,English,2.549445171
16.97,14,35,Female,English,2.831447079
21.78,16,38,Female,English,3.080992118
19.2,19.3,28,Female,Other,2.954910279
29.24,17,27,Male,English,3.375537635
13.44,10,54,Male,English,2.598235335
21.39,16,39,Male,English,3.062923523
31.1,10,36,Male,English,3.437207819
40.8,16.5,50,Male,English,3.708682081
8.12,18.1,25,Female,French,2.094330154
5.98,14.5,22,Female,English,1.788420568
12.93,10,54,Female,English,2.559550193
19.26,8,25,Male,English,2.958030406
9.46,12,17,Female,English,2.247072383
5.5,13,19,Female,English,1.704748092
16.69,15,50,Male,French,2.814809738
24.17,9,44,Male,English,3.185112195
7,12,18,Male,English,1.945910149
21.93,17,51,Male,English,3.087855562
12.42,17.1,32,Male,English,2.519308077
12,10,36,Female,French,2.48490665
18.24,12.5,40,Male,English,2.903616985
6.7,14,20,Female,French,1.902107526
3.13,20,60,Male,French,1.141033005
22.47,12,39,Male,English,3.112181086
6,10,17,Male,English,1.791759469
12,11,19,Male,English,2.48490665
14.66,12.6,30,Male,French,2.685122696
11.17,11,26,Male,English,2.413231613
3.83,11.8,17,Male,English,1.342864803
11,3,60,Female,Other,2.397895273
14,7.3,34,Male,English,2.63905733
10.3,10,58,Male,English,2.332143895
6.98,15.5,21,Female,English,1.943048917
10.34,9.5,48,Female,English,2.336019869
23.2,20,26,Male,Other,3.144152279
5.83,12,35,Female,English,1.763017
6.7,12,30,Female,English,1.902107526
13.06,12,38,Male,English,2.569554124
25,10,38,Male,French,3.218875825
24.94,16,38,Female,English,3.21647294
6.92,17,22,Female,English,1.93441577
24.36,5,61,Female,Other,3.192942443
9.71,17.9,29,Female,English,2.273156282
10,9.8,27,Male,Other,2.302585093
6.7,14.6,35,Male,French,1.902107526
10.51,12.5,46,Female,English,2.352327185
8,12.5,37,Female,English,2.079441542
25.92,20,53,Male,Other,3.255014871
7.53,12,21,Male,English,2.018895042
9,7,33,Female,Other,2.197224577
7.56,13.5,24,Female,English,2.02287119
7,8,47,Male,English,1.945910149
18.95,17,27,Male,English,2.941803932
16.38,13,42,Female,English,2.796061078
29.67,17.5,32,Male,English,3.390136434
22.5,18,35,Male,English,3.113515309
8.01,11,18,Female,English,2.080690761
9.16,13,28,Female,English,2.214846179
17.5,13,39,Male,English,2.862200881
7,18.8,27,Male,English,1.945910149
25.03,19,55,Male,English,3.220075105
10.81,12,46,Male,English,2.380471632
17.06,10.5,45,Female,English,2.836736542
17.59,14,44,Female,English,2.867330559
17.52,12,31,Male,English,2.863343086
10.5,7,23,Male,Other,2.351375257
19.25,12,62,Female,English,2.957511061
8.6,9,53,Female,English,2.151762203
19.83,9,44,Male,French,2.987195943
10,8,54,Male,English,2.302585093
6.7,13.5,45,Female,English,1.902107526
6.78,12,27,Male,English,1.913977102
13,11,38,Male,French,2.564949357
14.5,13.3,31,Female,English,2.674148649
25,16,28,Male,English,3.218875825
22,18,36,Female,English,3.091042453
8.23,15,22,Male,English,2.107786015
8.79,12.5,42,Female,Other,2.173614712
32.16,12,38,Male,English,3.470723444
23.26,20,36,Female,English,3.146735147
5.33,16,49,Female,English,1.673351238
23.76,14,50,Male,English,3.168003494
10.92,15,35,Female,English,2.39059597
23.76,13,25,Male,English,3.168003494
13.21,9,27,Male,English,2.580974119
15.1,10.5,47,Male,English,2.714694744
27.14,18,47,Male,English,3.301008654
23.16,17.5,44,Male,English,3.142426653
23.07,13,39,Male,English,3.138533072
10.08,13,37,Female,English,2.310553263
19.2,19.5,30,Male,English,2.954910279
13.49,8,57,Female,Other,2.60194867
15.87,12,29,Female,English,2.764430535
7.87,2,35,Female,Other,2.063058062
15.56,13,35,Male,Other,2.744703519
8,10.5,42,Female,English,2.079441542
23.63,12,62,Male,Other,3.162517091
41.28,20,59,Male,English,3.720378121
19.72,15.2,34,Female,English,2.981633349
8.5,12.5,32,Female,English,2.140066163
18.9,16,50,Female,English,2.939161922
11,11,52,Female,English,2.397895273
16.39,10,58,Male,French,2.796671393
14.04,12,41,Female,English,2.641910399
16,11.5,39,Male,English,2.772588722
10.11,15.1,37,Female,English,2.313525033
16.78,13,45,Male,English,2.820187701
11.95,12.5,36,Female,English,2.480731278
17.97,16,29,Female,English,2.888703701
17.21,16,26,Female,English,2.84549061
14.73,17.8,41,Female,English,2.68988623
10.62,8,65,Male,English,2.362739016
25.03,20,60,Male,French,3.220075105
30.24,15,51,Male,English,3.409165551
11.43,13.5,42,Female,English,2.436241478
10,9,50,Female,English,2.302585093
14,12,24,Male,English,2.63905733
21.73,16,35,Male,Other,3.078693794
27.36,19,41,Male,English,3.309082093
28.16,15,34,Female,English,3.337902531
18,9,45,Male,English,2.890371758
8,18,21,Male,English,2.079441542
16,13,51,Male,English,2.772588722
7.92,14.5,21,Female,English,2.069391206
15.33,12,32,Female,English,2.729811693
10,11,26,Male,French,2.302585093
10.63,17,23,Female,English,2.363680192
13.1,19,27,Male,English,2.57261223
7.65,11,32,Female,English,2.034705648
10.2,11,26,Male,English,2.32238772
12.5,11.5,29,Male,English,2.525728644
6.87,12.9,20,Male,English,1.927164106
9.1,3,50,Female,Other,2.208274414
9.89,9,47,Male,English,2.291524146
11,11,50,Male,English,2.397895273
15.36,12.5,38,Female,English,2.731766728
5.28,15,21,Female,English,1.663926098
19.2,15,32,Male,English,2.954910279
8.75,11,20,Male,Other,2.1690537
11.03,14.5,21,Female,English,2.400618833
25.44,16,40,Male,English,3.236322738
7.5,18.5,25,Male,French,2.014903021
15.81,10,40,Female,English,2.760642651
12.11,8,62,Male,English,2.494031558
9.1,15.6,25,Female,English,2.208274414
6.7,12,22,Female,English,1.902107526
15,15,23,Male,English,2.708050201
9.33,10,51,Female,English,2.233235015
8.73,12,29,Male,English,2.16676537
6.31,11,61,Female,English,1.842135677
16.58,15.5,37,Male,English,2.80819715
11,8,57,Male,English,2.397895273
6.7,17,22,Male,English,1.902107526
19.69,18,28,Female,English,2.980110893
8,15,22,Female,English,2.079441542
9.94,12.8,30,Female,English,2.296567021
10,14,33,Female,English,2.302585093
13.24,10.5,42,Female,English,2.583242551
31.2,17,44,Female,English,3.440418095
11.09,10,54,Male,English,2.406043801
10.85,12,37,Female,Other,2.38416508
23.53,16.9,45,Female,English,3.158276203
10.28,12,31,Female,English,2.33020026
15.87,10,56,Female,English,2.764430535
20.48,13,42,Male,English,3.0194488
